,Rank,team,nrfi_2023,last_3,last_1,home,away,nrfi_2022,date,2024,2025,rolling_last_3_avg,nrfi_hit
3829,20,Arizona,0.75,0.0,0.0,0.7333,0.7667,0.716,2021-03-01,,,0.0,0
3859,20,Arizona,0.75,0.0,0.0,0.7333,0.7667,0.716,2021-03-16,,,0.0,0
3889,20,Arizona,0.75,0.0,0.0,0.7333,0.7667,0.716,2021-03-31,,,0.0,1
3924,23,Arizona,0.8332999999999999,1.0,1.0,1.0,0.7143,0.75,2021-04-15,,,0.3333333333333333,1
3948,17,Arizona,0.76,1.0,1.0,1.0,0.6470999999999999,0.75,2021-04-30,,,0.6666666666666666,1
3984,25,Arizona,0.7948999999999999,0.6667000000000001,1.0,0.875,0.7391,0.75,2021-05-15,,,0.8889,1
4016,27,Arizona,0.7925,0.6667000000000001,1.0,0.7826000000000001,0.8,0.75,2021-05-30,,,0.7778,1
4048,29,Arizona,0.8029999999999999,1.0,1.0,0.8,0.8056,0.75,2021-06-14,,,0.7778,1
4079,30,Arizona,0.8,0.6667000000000001,1.0,0.8332999999999999,0.7726999999999999,0.75,2021-06-29,,,0.7778,1
4109,30,Arizona,0.8151999999999999,1.0,1.0,0.8371999999999999,0.7959,0.75,2021-07-14,,,0.8889,1
4139,30,Arizona,0.835,1.0,1.0,0.8571,0.8148000000000001,0.75,2021-07-29,,,0.8889,1
4169,30,Arizona,0.8448,1.0,1.0,0.8595999999999999,0.8305,0.75,2021-08-13,,,1.0,1
4199,30,Arizona,0.8538,1.0,1.0,0.8571,0.8506999999999999,0.75,2021-08-28,,,1.0,0
4229,30,Arizona,0.8521,0.6667000000000001,0.0,0.8592,0.8451000000000001,0.75,2021-09-12,,,0.8889,1
4259,30,Arizona,0.8462000000000001,0.6667000000000001,1.0,0.8462000000000001,0.8462000000000001,0.75,2021-09-27,,,0.7778,1
4289,30,Arizona,0.8395,0.6667000000000001,1.0,0.8395,0.8395,0.75,2021-10-12,,,0.6667000000000001,1
4319,30,Arizona,0.8395,0.6667000000000001,1.0,0.8395,0.8395,0.75,2021-10-27,,,0.6667000000000001,1
4349,30,Arizona,0.8395,0.6667000000000001,1.0,0.8395,0.8395,0.75,2021-11-11,,,0.6667000000000001,1
4379,30,Arizona,0.8395,0.6667000000000001,1.0,0.8395,0.8395,0.75,2021-11-26,,,0.6667000000000001,1
4409,30,Arizona,0.8395,0.6667000000000001,1.0,0.8395,0.8395,0.75,2021-12-11,,,0.6667000000000001,1
4439,30,Arizona,0.8395,0.6667000000000001,1.0,0.8395,0.8395,0.75,2021-12-26,,,0.6667000000000001,1
4469,30,Arizona,0.8395,0.6667000000000001,1.0,0.8395,0.8395,0.75,2022-01-10,,,0.6667000000000001,1
4499,30,Arizona,0.8395,0.6667000000000001,1.0,0.8395,0.8395,0.75,2022-01-25,,,0.6667000000000001,1
4529,30,Arizona,0.8395,0.6667000000000001,1.0,0.8395,0.8395,0.75,2022-02-09,,,0.6667000000000001,1
4559,30,Arizona,0.8395,0.6667000000000001,1.0,0.8395,0.8395,0.75,2022-02-24,,,0.6667000000000001,1
899,30,Arizona,0.8395,0.6667000000000001,1.0,0.8395,0.8395,0.75,2022-03-01,,,0.6667000000000001,1
2519,30,Arizona,0.8395,0.6667000000000001,1.0,0.8395,0.8395,0.75,2022-03-16,,,0.6667000000000001,1
2549,30,Arizona,0.8395,0.6667000000000001,1.0,0.8395,0.8395,0.75,2022-03-31,,,0.6667000000000001,1
2571,20,Arizona,0.8332999999999999,1.0,1.0,0.8332999999999999,,0.8395,2022-04-15,,,0.7778,1
2607,28,Arizona,0.8571,1.0,1.0,0.8332999999999999,0.8889,0.8395,2022-04-30,,,0.8889,1
2635,26,Arizona,0.7940999999999999,1.0,1.0,0.8,0.7857,0.8395,2022-05-15,,,1.0,1
2662,23,Arizona,0.7755,1.0,1.0,0.7778,0.7726999999999999,0.8395,2022-05-30,,,1.0,1
2694,25,Arizona,0.7778,0.6667000000000001,1.0,0.7419,0.8125,0.8395,2022-06-14,,,0.8889,1
2726,27,Arizona,0.7867000000000001,1.0,1.0,0.775,0.8,0.8395,2022-06-29,,,0.8889,1
2752,23,Arizona,0.7528,1.0,1.0,0.7082999999999999,0.8049,0.8395,2022-07-14,,,0.8889,0
2778,19,Arizona,0.7347,0.6667000000000001,0.0,0.6851999999999999,0.7955,0.8395,2022-07-29,,,0.8889,1
2807,17,Arizona,0.7232,1.0,1.0,0.6557,0.8039000000000001,0.8395,2022-08-13,,,0.8889,1
2835,16,Arizona,0.728,1.0,1.0,0.6563,0.8033,0.8395,2022-08-28,,,0.8889,1
2865,16,Arizona,0.7265999999999999,0.6667000000000001,1.0,0.662,0.7940999999999999,0.8395,2022-09-12,,,0.8889,1
2899,20,Arizona,0.7403,1.0,1.0,0.6914,0.7945,0.8395,2022-09-27,,,0.8889,1
2929,20,Arizona,0.7406999999999999,1.0,1.0,0.6914,0.7901,0.8395,2022-10-12,,,0.8889,1
2960,21,Arizona,0.7406999999999999,1.0,1.0,0.6914,0.7901,0.8395,2022-10-27,,,1.0,1
2990,21,Arizona,0.7406999999999999,1.0,1.0,0.6914,0.7901,0.8395,2022-11-11,,,1.0,1
3020,21,Arizona,0.7406999999999999,1.0,1.0,0.6914,0.7901,0.8395,2022-11-26,,,1.0,1
3051,21,Arizona,0.7406999999999999,1.0,1.0,0.6914,0.7901,0.8395,2022-12-11,,,1.0,1
3080,21,Arizona,0.7406999999999999,1.0,1.0,0.6914,0.7901,0.8395,2022-12-26,,,1.0,1
3110,21,Arizona,0.7406999999999999,1.0,1.0,0.6914,0.7901,0.8395,2023-01-10,,,1.0,1
3141,21,Arizona,0.7406999999999999,1.0,1.0,0.6914,0.7901,0.8395,2023-01-25,,,1.0,1
3171,21,Arizona,0.7406999999999999,1.0,1.0,0.6914,0.7901,0.8395,2023-02-09,,,1.0,1
3201,21,Arizona,0.7406999999999999,1.0,1.0,0.6914,0.7901,0.8395,2023-02-24,,,1.0,1
3230,21,Arizona,0.7406999999999999,1.0,1.0,0.6914,0.7901,0.8395,2023-03-11,,,1.0,1
3260,21,Arizona,0.7406999999999999,1.0,1.0,0.6914,0.7901,0.8395,2023-03-26,,,1.0,0
3280,10,Arizona,0.6,0.0,0.0,0.25,0.8332999999999999,0.7406999999999999,2023-04-10,,,0.6666666666666666,1
3309,10,Arizona,0.625,0.6667000000000001,1.0,0.5,0.75,0.7406999999999999,2023-04-25,,,0.5555666666666667,1
3342,11,Arizona,0.6667000000000001,1.0,1.0,0.6315999999999999,0.7059000000000001,0.7406999999999999,2023-05-10,,,0.5555666666666667,0
3372,13,Arizona,0.68,0.6667000000000001,0.0,0.7082999999999999,0.6537999999999999,0.7406999999999999,2023-05-25,,,0.7778,0
3393,4,Arizona,0.629,0.3333,0.0,0.6470999999999999,0.6071,0.7406999999999999,2023-06-09,,,0.6666666666666666,1
3422,3,Arizona,0.6234000000000001,0.6667000000000001,1.0,0.6585,0.5832999999999999,0.7406999999999999,2023-06-24,,,0.5555666666666667,1
3452,3,Arizona,0.6222,1.0,1.0,0.6735,0.561,0.7406999999999999,2023-07-09,,,0.6666666666666666,1
3482,3,Arizona,0.62,0.6667000000000001,1.0,0.66,0.58,0.7406999999999999,2023-07-24,,,0.7778,1
3512,3,Arizona,0.6459999999999999,1.0,1.0,0.6786,0.614,0.7406999999999999,2023-08-08,,,0.8889,1
3542,3,Arizona,0.6378,1.0,1.0,0.6667000000000001,0.6093999999999999,0.7406999999999999,2023-08-23,,,0.8889,0
3572,3,Arizona,0.6357,0.3333,0.0,0.6437999999999999,0.6269,0.7406999999999999,2023-09-07,,,0.7777666666666666,0
3602,3,Arizona,0.634,0.0,0.0,0.6154,0.6533,0.7406999999999999,2023-09-22,,,0.4444333333333333,1
3634,5,Arizona,0.6463,1.0,1.0,0.6296,0.6627,0.7406999999999999,2023-10-07,,,0.4444333333333333,1
3665,6,Arizona,0.6512,1.0,1.0,0.6470999999999999,0.6552,0.7406999999999999,2023-10-22,,,0.6666666666666666,1
3695,6,Arizona,0.6592,1.0,1.0,0.6591,0.6593000000000001,0.7406999999999999,2023-11-06,,,1.0,1
3725,6,Arizona,0.6592,1.0,1.0,0.6591,0.6593000000000001,0.7406999999999999,2023-11-21,,,1.0,1
3755,6,Arizona,0.6592,1.0,1.0,0.6591,0.6593000000000001,0.7406999999999999,2023-12-06,,,1.0,1
3785,6,Arizona,0.6592,1.0,1.0,0.6591,0.6593000000000001,0.7406999999999999,2023-12-21,,,1.0,1
5,6,Arizona,0.6592,1.0,1.0,0.6591,0.6593000000000001,0.7406999999999999,2024-03-01,,,1.0,1
35,6,Arizona,0.6592,1.0,1.0,0.6591,0.6593000000000001,0.7406999999999999,2024-03-16,,,1.0,0
61,1,Arizona,0.6592,0.0,0.0,0.0,,,2024-03-31,0.0,,0.6666666666666666,1
90,1,Arizona,0.6592,0.6667000000000001,1.0,0.4,0.3333,,2024-04-15,0.375,,0.5555666666666667,0
122,3,Arizona,0.6592,0.6667000000000001,0.0,0.4286,0.625,,2024-04-30,0.5333,,0.44446666666666673,1
152,3,Arizona,0.6592,1.0,1.0,0.5714,0.6818000000000001,,2024-05-15,0.6279,,0.7778,1
183,4,Arizona,0.6592,1.0,1.0,0.6071,0.7406999999999999,,2024-05-30,0.6727,,0.8889,0
213,4,Arizona,0.6592,0.6667000000000001,0.0,0.6175999999999999,0.6857,,2024-06-14,0.6522,,0.8889,0
243,4,Arizona,0.6592,0.6667000000000001,0.0,0.5854,0.7073,,2024-06-29,0.6463,,0.7778,0
273,4,Arizona,0.6592,0.6667000000000001,0.0,0.6327,0.6596,,2024-07-14,0.6457999999999999,,0.6667000000000001,1
303,4,Arizona,0.6592,0.6667000000000001,1.0,0.6415000000000001,0.6792,,2024-07-29,0.6604000000000001,,0.6667000000000001,1
333,4,Arizona,0.6592,0.3333,1.0,0.623,0.6779999999999999,,2024-08-13,0.65,,0.5555666666666667,1
363,4,Arizona,0.6592,1.0,1.0,0.625,0.6618,,2024-08-28,0.6439,,0.6666666666666666,0
391,2,Arizona,0.6592,0.3333,0.0,0.6111,0.6486,,2024-09-12,0.6301,,0.5555333333333333,1
420,1,Arizona,0.6592,0.6667000000000001,1.0,0.6026,0.6173,,2024-09-27,0.6101,,0.6666666666666666,1
450,1,Arizona,0.6592,0.6667000000000001,1.0,0.6049,0.6173,,2024-10-12,0.6111,,0.5555666666666667,1
480,1,Arizona,0.6592,0.6667000000000001,1.0,0.6049,0.6173,,2024-10-27,0.6111,,0.6667000000000001,1
510,1,Arizona,0.6592,0.6667000000000001,1.0,0.6049,0.6173,,2024-11-11,0.6111,,0.6667000000000001,1
540,1,Arizona,0.6592,0.6667000000000001,1.0,0.6049,0.6173,,2024-11-26,0.6111,,0.6667000000000001,1
570,1,Arizona,0.6592,0.6667000000000001,1.0,0.6049,0.6173,,2024-12-11,0.6111,,0.6667000000000001,1
600,1,Arizona,0.6592,0.6667000000000001,1.0,0.6049,0.6173,,2024-12-26,0.6111,,0.6667000000000001,1
630,1,Arizona,0.6592,0.6667000000000001,1.0,0.6049,0.6173,,2025-01-10,0.6111,,0.6667000000000001,1
660,1,Arizona,0.6592,0.6667000000000001,1.0,0.6049,0.6173,,2025-01-25,0.6111,,0.6667000000000001,1
690,1,Arizona,0.6592,0.6667000000000001,1.0,0.6049,0.6173,,2025-02-09,0.6111,,0.6667000000000001,1
720,1,Arizona,0.6592,0.6667000000000001,1.0,0.6049,0.6173,,2025-02-24,0.6111,,0.6667000000000001,1
789,3,Arizona,,,,,,,2025-03-26,0.6111,,0.6667000000000001,0
811,2,Arizona,,0.3333,0.0,0.5714,0.5,,2025-04-10,0.6111,0.5385,0.5,0
3816,7,Atlanta,0.6528,0.3333,0.0,0.5625,0.725,0.6406999999999999,2021-03-01,,,0.3333,0
3846,7,Atlanta,0.6528,0.3333,0.0,0.5625,0.725,0.6406999999999999,2021-03-16,,,0.3333,0
3876,7,Atlanta,0.6528,0.3333,0.0,0.5625,0.725,0.6406999999999999,2021-03-31,,,0.3333,1
3900,1,Atlanta,0.5,0.3333,1.0,0.3333,0.6667000000000001,0.6528,2021-04-15,,,0.3333,1
3932,3,Atlanta,0.64,0.6667000000000001,1.0,0.5714,0.7273000000000001,0.6528,2021-04-30,,,0.4444333333333333,1
3965,6,Atlanta,0.6842,0.6667000000000001,1.0,0.55,0.8332999999999999,0.6528,2021-05-15,,,0.5555666666666667,1
3991,2,Atlanta,0.66,0.6667000000000001,1.0,0.5556,0.7826000000000001,0.6528,2021-05-30,,,0.6667000000000001,0
4020,1,Atlanta,0.6349,0.3333,0.0,0.5588000000000001,0.7241,0.6528,2021-06-14,,,0.5555666666666668,1
4056,7,Atlanta,0.6753,1.0,1.0,0.6,0.7568,0.6528,2021-06-29,,,0.6666666666666666,1
4082,2,Atlanta,0.6517000000000001,0.6667000000000001,1.0,0.5870000000000001,0.7209,0.6528,2021-07-14,,,0.6666666666666666,1
4113,4,Atlanta,0.6602,0.6667000000000001,1.0,0.6154,0.7059000000000001,0.6528,2021-07-29,,,0.7778,0
4140,1,Atlanta,0.6466,0.3333,0.0,0.5902000000000001,0.7091,0.6528,2021-08-13,,,0.5555666666666667,1
4176,6,Atlanta,0.6640999999999999,0.6667000000000001,1.0,0.5938,0.7343999999999999,0.6528,2021-08-28,,,0.5555666666666667,1
4206,6,Atlanta,0.662,1.0,1.0,0.6197,0.7042,0.6528,2021-09-12,,,0.6666666666666666,1
4234,5,Atlanta,0.6581,0.6667000000000001,1.0,0.6215999999999999,0.6914,0.6528,2021-09-27,,,0.7778,1
4262,3,Atlanta,0.6585,1.0,1.0,0.6173,0.6988,0.6528,2021-10-12,,,0.8889,0
4292,3,Atlanta,0.6512,0.0,0.0,0.6118,0.6897,0.6528,2021-10-27,,,0.5555666666666667,1
4322,3,Atlanta,0.6554000000000001,0.6667000000000001,1.0,0.6136,0.6966,0.6528,2021-11-11,,,0.5555666666666667,1
4352,3,Atlanta,0.6554000000000001,0.6667000000000001,1.0,0.6136,0.6966,0.6528,2021-11-26,,,0.44446666666666673,1
4382,3,Atlanta,0.6554000000000001,0.6667000000000001,1.0,0.6136,0.6966,0.6528,2021-12-11,,,0.6667000000000001,1
4412,3,Atlanta,0.6554000000000001,0.6667000000000001,1.0,0.6136,0.6966,0.6528,2021-12-26,,,0.6667000000000001,1
4442,3,Atlanta,0.6554000000000001,0.6667000000000001,1.0,0.6136,0.6966,0.6528,2022-01-10,,,0.6667000000000001,1
4472,3,Atlanta,0.6554000000000001,0.6667000000000001,1.0,0.6136,0.6966,0.6528,2022-01-25,,,0.6667000000000001,1
4502,3,Atlanta,0.6554000000000001,0.6667000000000001,1.0,0.6136,0.6966,0.6528,2022-02-09,,,0.6667000000000001,1
4532,3,Atlanta,0.6554000000000001,0.6667000000000001,1.0,0.6136,0.6966,0.6528,2022-02-24,,,0.6667000000000001,1
872,3,Atlanta,0.6554000000000001,0.6667000000000001,1.0,0.6136,0.6966,0.6528,2022-03-01,,,0.6667000000000001,1
2492,3,Atlanta,0.6554000000000001,0.6667000000000001,1.0,0.6136,0.6966,0.6528,2022-03-16,,,0.6667000000000001,1
2522,3,Atlanta,0.6554000000000001,0.6667000000000001,1.0,0.6136,0.6966,0.6528,2022-03-31,,,0.6667000000000001,1
2567,18,Atlanta,0.75,1.0,1.0,0.7143,1.0,0.6554000000000001,2022-04-15,,,0.7778,0
2590,11,Atlanta,0.6667000000000001,0.3333,0.0,0.6154,0.75,0.6554000000000001,2022-04-30,,,0.6666666666666666,0
2631,21,Atlanta,0.7646999999999999,0.6667000000000001,0.0,0.7,0.8571,0.6554000000000001,2022-05-15,,,0.6666666666666666,0
2664,25,Atlanta,0.7917000000000001,0.6667000000000001,0.0,0.75,0.85,0.6554000000000001,2022-05-30,,,0.5555666666666667,1
2692,23,Atlanta,0.7581,0.6667000000000001,1.0,0.7353000000000001,0.7857,0.6554000000000001,2022-06-14,,,0.6667000000000001,0
2722,23,Atlanta,0.7467,0.6667000000000001,0.0,0.7561,0.7353000000000001,0.6554000000000001,2022-06-29,,,0.6667000000000001,1
2749,20,Atlanta,0.7333,1.0,1.0,0.7254999999999999,0.7436,0.6554000000000001,2022-07-14,,,0.7778,1
2774,15,Atlanta,0.72,0.6667000000000001,1.0,0.7222,0.7173999999999999,0.6554000000000001,2022-07-29,,,0.7778,1
2802,13,Atlanta,0.7168000000000001,0.6667000000000001,1.0,0.7119,0.7222,0.6554000000000001,2022-08-13,,,0.7778,1
2838,18,Atlanta,0.7343999999999999,1.0,1.0,0.7273000000000001,0.7419,0.6554000000000001,2022-08-28,,,0.7778,1
2868,19,Atlanta,0.7356999999999999,0.6667000000000001,1.0,0.7361,0.7353000000000001,0.6554000000000001,2022-09-12,,,0.7778,1
2900,20,Atlanta,0.7403,0.6667000000000001,1.0,0.7308,0.75,0.6554000000000001,2022-09-27,,,0.7778,1
2932,23,Atlanta,0.7484999999999999,1.0,1.0,0.7317,0.7654000000000001,0.6554000000000001,2022-10-12,,,0.7778,1
2962,23,Atlanta,0.753,1.0,1.0,0.7349,0.7711,0.6554000000000001,2022-10-27,,,0.8889,1
2992,23,Atlanta,0.753,1.0,1.0,0.7349,0.7711,0.6554000000000001,2022-11-11,,,1.0,1
3022,23,Atlanta,0.753,1.0,1.0,0.7349,0.7711,0.6554000000000001,2022-11-26,,,1.0,1
3052,23,Atlanta,0.753,1.0,1.0,0.7349,0.7711,0.6554000000000001,2022-12-11,,,1.0,1
3082,23,Atlanta,0.753,1.0,1.0,0.7349,0.7711,0.6554000000000001,2022-12-26,,,1.0,1
3112,23,Atlanta,0.753,1.0,1.0,0.7349,0.7711,0.6554000000000001,2023-01-10,,,1.0,1
3142,23,Atlanta,0.753,1.0,1.0,0.7349,0.7711,0.6554000000000001,2023-01-25,,,1.0,1
3172,23,Atlanta,0.753,1.0,1.0,0.7349,0.7711,0.6554000000000001,2023-02-09,,,1.0,1
3202,23,Atlanta,0.753,1.0,1.0,0.7349,0.7711,0.6554000000000001,2023-02-24,,,1.0,1
3232,23,Atlanta,0.753,1.0,1.0,0.7349,0.7711,0.6554000000000001,2023-03-11,,,1.0,1
3262,23,Atlanta,0.753,1.0,1.0,0.7349,0.7711,0.6554000000000001,2023-03-26,,,1.0,1
3274,5,Atlanta,0.5,1.0,1.0,0.75,0.3333,0.753,2023-04-10,,,1.0,1
3304,3,Atlanta,0.5652,1.0,1.0,0.7273000000000001,0.4167,0.753,2023-04-25,,,1.0,0
3332,3,Atlanta,0.5556,0.3333,0.0,0.6111,0.5,0.753,2023-05-10,,,0.7777666666666666,1
3361,2,Atlanta,0.551,0.3333,1.0,0.52,0.5832999999999999,0.753,2023-05-25,,,0.5555333333333333,0
3390,1,Atlanta,0.5806,0.6667000000000001,0.0,0.5313,0.6333,0.753,2023-06-09,,,0.4444333333333333,0
3420,1,Atlanta,0.5733,0.6667000000000001,0.0,0.5128,0.6389,0.753,2023-06-24,,,0.5555666666666667,1
3450,1,Atlanta,0.5795,0.6667000000000001,1.0,0.4889,0.6744,0.753,2023-07-09,,,0.6667000000000001,1
3481,1,Atlanta,0.602,1.0,1.0,0.5097999999999999,0.7021,0.753,2023-07-24,,,0.7778,1
3511,2,Atlanta,0.6091,1.0,1.0,0.5088,0.7170000000000001,0.753,2023-08-08,,,0.8889,1
3541,2,Atlanta,0.6,1.0,1.0,0.5231,0.6833,0.753,2023-08-23,,,1.0,1
3571,2,Atlanta,0.6087,0.6667000000000001,1.0,0.5146999999999999,0.7,0.753,2023-09-07,,,0.8889,1
3601,2,Atlanta,0.6078,0.6667000000000001,1.0,0.52,0.6923,0.753,2023-09-22,,,0.7778,0
3630,1,Atlanta,0.5988,0.3333,0.0,0.5062,0.6914,0.753,2023-10-07,,,0.5555666666666667,1
3660,1,Atlanta,0.6084,1.0,1.0,0.5181,0.6988,0.753,2023-10-22,,,0.6666666666666666,1
3690,1,Atlanta,0.6084,1.0,1.0,0.5181,0.6988,0.753,2023-11-06,,,0.7777666666666666,1
3720,1,Atlanta,0.6084,1.0,1.0,0.5181,0.6988,0.753,2023-11-21,,,1.0,1
3750,1,Atlanta,0.6084,1.0,1.0,0.5181,0.6988,0.753,2023-12-06,,,1.0,1
3780,1,Atlanta,0.6084,1.0,1.0,0.5181,0.6988,0.753,2023-12-21,,,1.0,1
0,1,Atlanta,0.6084,1.0,1.0,0.5181,0.6988,0.753,2024-03-01,,,1.0,1
30,1,Atlanta,0.6084,1.0,1.0,0.5181,0.6988,0.753,2024-03-16,,,1.0,0
70,5,Atlanta,0.6084,0.5,0.0,,0.5,,2024-03-31,0.5,,0.8333333333333334,1
100,11,Atlanta,0.6084,0.6667000000000001,1.0,0.6667000000000001,0.625,,2024-04-15,0.6429,,0.7222333333333334,1
132,13,Atlanta,0.6084,1.0,1.0,0.6667000000000001,0.75,,2024-04-30,0.7037,,0.7222333333333334,0
163,14,Atlanta,0.6084,0.6667000000000001,0.0,0.6315999999999999,0.8,,2024-05-15,0.7179000000000001,,0.7778,1
197,18,Atlanta,0.6084,1.0,1.0,0.6296,0.8462000000000001,,2024-05-30,0.7358,,0.8889,0
223,14,Atlanta,0.6084,0.6667000000000001,0.0,0.5806,0.8571,,2024-06-14,0.7273000000000001,,0.7778,1
253,14,Atlanta,0.6084,1.0,1.0,0.5789,0.8332999999999999,,2024-06-29,0.7125,,0.8889,1
279,10,Atlanta,0.6084,1.0,1.0,0.5870000000000001,0.8332999999999999,,2024-07-14,0.7128,,0.8889,1
310,11,Atlanta,0.6084,1.0,1.0,0.5882000000000001,0.8491,,2024-07-29,0.7212000000000001,,1.0,1
342,13,Atlanta,0.6084,0.6667000000000001,1.0,0.5861999999999999,0.8332999999999999,,2024-08-13,0.7119,,0.8889,1
369,9,Atlanta,0.6084,0.6667000000000001,1.0,0.6093999999999999,0.7940999999999999,,2024-08-28,0.7045,,0.7778,1
399,10,Atlanta,0.6084,1.0,1.0,0.6197,0.8,,2024-09-12,0.7123,,0.7778,1
426,7,Atlanta,0.6084,0.6667000000000001,1.0,0.6184000000000001,0.7901,,2024-09-27,0.7070000000000001,,0.7778,0
457,8,Atlanta,0.6084,0.6667000000000001,0.0,0.642,0.7831,,2024-10-12,0.7134,,0.7778,0
487,8,Atlanta,0.6084,0.6667000000000001,0.0,0.642,0.7831,,2024-10-27,0.7134,,0.6667000000000001,0
517,8,Atlanta,0.6084,0.6667000000000001,0.0,0.642,0.7831,,2024-11-11,0.7134,,0.6667000000000001,0
547,8,Atlanta,0.6084,0.6667000000000001,0.0,0.642,0.7831,,2024-11-26,0.7134,,0.6667000000000001,0
577,8,Atlanta,0.6084,0.6667000000000001,0.0,0.642,0.7831,,2024-12-11,0.7134,,0.6667000000000001,0
607,8,Atlanta,0.6084,0.6667000000000001,0.0,0.642,0.7831,,2024-12-26,0.7134,,0.6667000000000001,0
637,8,Atlanta,0.6084,0.6667000000000001,0.0,0.642,0.7831,,2025-01-10,0.7134,,0.6667000000000001,0
667,8,Atlanta,0.6084,0.6667000000000001,0.0,0.642,0.7831,,2025-01-25,0.7134,,0.6667000000000001,0
697,8,Atlanta,0.6084,0.6667000000000001,0.0,0.642,0.7831,,2025-02-09,0.7134,,0.6667000000000001,0
727,8,Atlanta,0.6084,0.6667000000000001,0.0,0.642,0.7831,,2025-02-24,0.7134,,0.6667000000000001,0
796,3,Atlanta,,,,,,,2025-03-26,0.7134,,0.6667000000000001,1
833,24,Atlanta,,1.0,1.0,1.0,0.7143,,2025-04-10,0.7134,0.8181999999999999,0.83335,1
3815,5,Baltimore,0.65,1.0,1.0,0.6,0.7,0.6543000000000001,2021-03-01,,,1.0,1
3844,5,Baltimore,0.65,1.0,1.0,0.6,0.7,0.6543000000000001,2021-03-16,,,1.0,1
3874,5,Baltimore,0.65,1.0,1.0,0.6,0.7,0.6543000000000001,2021-03-31,,,1.0,1
3913,14,Baltimore,0.7273000000000001,1.0,1.0,0.6,0.8332999999999999,0.65,2021-04-15,,,1.0,0
3942,10,Baltimore,0.72,0.6667000000000001,0.0,0.6429,0.8181999999999999,0.65,2021-04-30,,,0.8889,0
3972,13,Baltimore,0.7368000000000001,0.6667000000000001,0.0,0.5789,0.8946999999999999,0.65,2021-05-15,,,0.7778,1
3994,4,Baltimore,0.6731,0.6667000000000001,1.0,0.5832999999999999,0.75,0.65,2021-05-30,,,0.6667000000000001,1
4025,6,Baltimore,0.6718999999999999,1.0,1.0,0.5625,0.7813,0.65,2021-06-14,,,0.7778,1
4058,8,Baltimore,0.6835,0.6667000000000001,1.0,0.5789,0.7805,0.65,2021-06-29,,,0.7778,0
4086,6,Baltimore,0.6742,0.6667000000000001,0.0,0.6047,0.7391,0.65,2021-07-14,,,0.7778,1
4117,7,Baltimore,0.67,0.6667000000000001,1.0,0.6042000000000001,0.7308,0.65,2021-07-29,,,0.6667000000000001,0
4144,5,Baltimore,0.6637000000000001,0.6667000000000001,0.0,0.5926,0.7288,0.65,2021-08-13,,,0.6667000000000001,1
4173,4,Baltimore,0.6614,0.6667000000000001,1.0,0.5902000000000001,0.7273000000000001,0.65,2021-08-28,,,0.6667000000000001,1
4205,6,Baltimore,0.662,0.3333,1.0,0.5857,0.7361,0.65,2021-09-12,,,0.5555666666666667,1
4240,9,Baltimore,0.6795,1.0,1.0,0.6282,0.7308,0.65,2021-09-27,,,0.6666666666666666,1
4273,13,Baltimore,0.6914,1.0,1.0,0.642,0.7406999999999999,0.65,2021-10-12,,,0.7777666666666666,1
4302,12,Baltimore,0.6914,1.0,1.0,0.642,0.7406999999999999,0.65,2021-10-27,,,1.0,1
4332,12,Baltimore,0.6914,1.0,1.0,0.642,0.7406999999999999,0.65,2021-11-11,,,1.0,1
4362,12,Baltimore,0.6914,1.0,1.0,0.642,0.7406999999999999,0.65,2021-11-26,,,1.0,1
4392,12,Baltimore,0.6914,1.0,1.0,0.642,0.7406999999999999,0.65,2021-12-11,,,1.0,1
4422,12,Baltimore,0.6914,1.0,1.0,0.642,0.7406999999999999,0.65,2021-12-26,,,1.0,1
4452,12,Baltimore,0.6914,1.0,1.0,0.642,0.7406999999999999,0.65,2022-01-10,,,1.0,1
4482,12,Baltimore,0.6914,1.0,1.0,0.642,0.7406999999999999,0.65,2022-01-25,,,1.0,1
4512,12,Baltimore,0.6914,1.0,1.0,0.642,0.7406999999999999,0.65,2022-02-09,,,1.0,1
4542,12,Baltimore,0.6914,1.0,1.0,0.642,0.7406999999999999,0.65,2022-02-24,,,1.0,1
882,12,Baltimore,0.6914,1.0,1.0,0.642,0.7406999999999999,0.65,2022-03-01,,,1.0,1
2502,12,Baltimore,0.6914,1.0,1.0,0.642,0.7406999999999999,0.65,2022-03-16,,,1.0,1
2532,12,Baltimore,0.6914,1.0,1.0,0.642,0.7406999999999999,0.65,2022-03-31,,,1.0,1
2578,27,Baltimore,1.0,1.0,1.0,1.0,1.0,0.6914,2022-04-15,,,1.0,1
2608,29,Baltimore,0.9,1.0,1.0,1.0,0.8462000000000001,0.6914,2022-04-30,,,1.0,1
2638,29,Baltimore,0.9118,1.0,1.0,0.9375,0.8889,0.6914,2022-05-15,,,1.0,1
2669,30,Baltimore,0.9184,0.6667000000000001,1.0,0.9565,0.8845999999999999,0.6914,2022-05-30,,,0.8889,1
2699,30,Baltimore,0.8548,0.6667000000000001,1.0,0.8667,0.8438,0.6914,2022-06-14,,,0.7778,1
2729,30,Baltimore,0.8158,0.6667000000000001,1.0,0.8286,0.8049,0.6914,2022-06-29,,,0.6667000000000001,0
2759,30,Baltimore,0.8315,0.6667000000000001,0.0,0.8571,0.8085,0.6914,2022-07-14,,,0.6667000000000001,1
2789,30,Baltimore,0.8384,0.6667000000000001,1.0,0.8571,0.82,0.6914,2022-07-29,,,0.6667000000000001,0
